Order ID,Order Date,Customer ID,Age,Gender,City,Region,Product ID,Product Category,Product Name,Unit Price,Quantity,Discount,Revenue,Cost Price,Profit
ORD1084,11/4/24,CUST2686,31,Male,Chennai,South,PROD178,Clothing,Shoes,14599.01,3,0.05,41607.18,11315.5,7660.67
ORD1085,7/9/24,CUST2002,34,Female,Delhi,North,PROD285,Clothing,Shoes,25405.76,1,0.06,23881.41,18257.5,5623.92
ORD1086,4/18/24,CUST2463,30,Male,Bangalore,South,PROD565,Grocery,Snacks Pack,26877.31,4,0.18,88157.58,21480.76,2234.54
ORD1087,2/28/24,CUST1928,49,Male,Jaipur,North,PROD800,Grocery,Rice Bag,24617.56,1,0.25,18463.17,17253.96,1209.21
ORD1088,2/25/23,CUST1612,51,Male,Hyderabad,South,PROD695,Grocery,Cooking Oil,36357.85,3,0.07,101438.4,29031.33,14344.4
ORD1089,7/12/23,CUST1858,33,Female,Delhi,North,PROD317,Clothing,Jeans,27960.56,2,0.07,52006.64,23411.94,5182.75
ORD1090,6/14/24,CUST2017,33,Male,Hyderabad,South,PROD523,Clothing,Shoes,8692.79,1,0.01,8605.86,5917.93,2687.93
ORD1091,1/6/24,CUST1227,34,Male,Mumbai,West,PROD387,Home Appliances,Microwave,4284.13,3,0.13,11181.58,3604.58,367.84
ORD1092,9/29/24,CUST2627,55,Male,Delhi,North,PROD358,Clothing,Jeans,12324.66,3,0.23,28469.96,8029.48,4381.53
ORD1093,5/25/24,CUST1812,51,Male,Mumbai,West,PROD562,Clothing,Jeans,24566.11,1,0.22,19161.57,20545.3,-1383.73
ORD1094,10/2/24,CUST1813,48,Female,Mumbai,West,PROD414,Home Appliances,Iron,23237.99,1,0.06,21843.71,19022.61,2821.1
ORD1095,3/28/24,CUST2443,41,Female,Bangalore,South,PROD208,Clothing,Jeans,45314.4,2,0.08,83378.5,33070.53,17237.44
ORD1096,2/22/23,CUST1337,63,Female,Bangalore,South,PROD136,Clothing,Jacket,29247.15,3,0.11,78089.89,24299.16,5192.41
ORD1097,7/28/23,CUST2205,59,Female,Pune,West,PROD185,Clothing,Jacket,35179.46,4,0.14,121017.34,21442.31,35248.09
ORD1098,10/1/23,CUST2802,48,Female,Mumbai,West,PROD532,Grocery,Beverages,2790.78,5,0.03,13535.28,1941.96,3825.5
ORD1099,7/16/24,CUST2550,48,Female,Bangalore,South,PROD712,Home Appliances,Iron,39378.81,4,0.22,122861.89,24760.96,23818.05
ORD1100,5/15/23,CUST2153,37,Male,Jaipur,North,PROD370,Clothing,Shoes,10195.5,5,0.16,42821.1,6314.8,11247.12
ORD1101,10/22/23,CUST1882,28,Female,Jaipur,North,PROD603,Home Appliances,Microwave,31989.83,2,0.03,62060.27,25987.45,10085.36
ORD1102,3/24/24,CUST2021,31,Female,Bangalore,South,PROD217,Clothing,Jacket,49058.66,5,0.04,235481.57,38713.9,41912.09
ORD1103,12/16/24,CUST2483,20,Female,Pune,West,PROD792,Grocery,Beverages,20300.57,1,0.28,14616.41,15122.76,-506.35
ORD1104,5/11/24,CUST2929,60,Female,Jaipur,North,PROD114,Home Appliances,Microwave,36294.39,4,0.2,116142.05,23617.42,21672.35
ORD1105,5/5/23,CUST1817,40,Male,Bangalore,South,PROD240,Home Appliances,Mixer,6975.6,5,0.05,33134.1,4710.58,9581.2
ORD1106,1/30/23,CUST1370,52,Female,Chennai,South,PROD200,Electronics,Laptop,44459.58,4,0.15,151162.57,31204.04,26346.4
ORD1107,10/7/24,CUST1511,34,Female,Pune,West,PROD654,Home Appliances,Iron,32547.24,2,0.02,63792.59,24620.69,14551.2
ORD1108,9/15/24,CUST2857,19,Female,Hyderabad,South,PROD498,Home Appliances,Iron,8145.09,3,0.26,18082.1,6051.15,-71.34
ORD1109,9/3/23,CUST1653,61,Male,Mumbai,West,PROD257,Home Appliances,Microwave,29756.12,1,0.15,25292.7,18673.02,6619.68
ORD1110,12/27/24,CUST1855,54,Female,Jaipur,North,PROD987,Clothing,Jeans,40174.33,3,0.03,116907.3,26684.09,36855.03
ORD1111,6/12/23,CUST2237,41,Female,Kolkata,East,PROD420,Grocery,Beverages,32211.77,2,0.3,45096.48,19344.65,6407.18
ORD1112,11/15/23,CUST1379,24,Male,Delhi,North,PROD773,Home Appliances,Iron,46047.28,4,0.06,173137.77,28463.23,59284.85
ORD1113,7/18/24,CUST2819,35,Female,Chennai,South,PROD305,Home Appliances,Microwave,26181.25,2,0.03,50791.62,21912.77,6966.09
ORD1114,1/15/23,CUST2923,44,Female,Delhi,North,PROD199,Clothing,Jacket,20232.57,2,0.27,29539.55,15642.38,-1745.2
ORD1115,7/19/24,CUST1062,64,Male,Bangalore,South,PROD381,Grocery,Cooking Oil,38687.44,1,0.08,35592.44,28243.71,7348.73
ORD1116,2/22/24,CUST2958,56,Female,Delhi,North,PROD575,Electronics,Laptop,7740.24,2,0.11,13777.63,5430.59,2916.45
ORD1117,4/6/23,CUST2387,42,Female,Jaipur,North,PROD106,Electronics,Mobile,2551.8,5,0.04,12248.64,2160.06,1448.36
ORD1118,8/19/23,CUST2001,37,Female,Bangalore,South,PROD694,Home Appliances,Fan,24765.39,5,0.17,102776.37,15939.61,23078.29
ORD1119,4/27/23,CUST1918,24,Male,Jaipur,North,PROD465,Grocery,Beverages,32281.81,3,0.13,84255.52,22522.16,16689.05
ORD1120,4/17/24,CUST1209,58,Female,Mumbai,West,PROD915,Grocery,Cooking Oil,11209.36,3,0.22,26229.9,8846.78,-310.44
ORD1121,5/1/23,CUST2426,56,Male,Chennai,South,PROD218,Home Appliances,Fan,9538.86,1,0.22,7440.31,5928.73,1511.59
ORD1122,10/25/24,CUST2010,36,Male,Bangalore,South,PROD866,Home Appliances,Microwave,14500.81,3,0.01,43067.41,10151.76,12612.12
ORD1123,6/7/23,CUST2417,36,Female,Mumbai,West,PROD897,Home Appliances,Iron,45896.51,3,0.25,103267.15,30010.15,13236.68
ORD1124,5/25/24,CUST1769,29,Female,Jaipur,North,PROD921,Clothing,Jeans,26080.31,5,0.29,92585.1,21141.6,-13122.9
ORD1125,10/26/23,CUST2245,19,Female,Bangalore,South,PROD812,Clothing,Jeans,43205.13,3,0.09,117950,32816.72,19499.84
ORD1126,6/5/24,CUST1182,25,Male,Bangalore,South,PROD968,Electronics,Tablet,33288.3,5,0.16,139810.86,24890.21,15359.79
ORD1127,12/23/24,CUST2127,62,Male,Bangalore,South,PROD579,Clothing,T-Shirt,31172.45,1,0.25,23379.34,20222.68,3156.66
ORD1128,10/7/23,CUST2823,22,Female,Chennai,South,PROD884,Grocery,Beverages,38156.94,3,0.12,100734.32,27133.79,19332.95
ORD1129,3/1/24,CUST1086,52,Female,Mumbai,West,PROD853,Clothing,T-Shirt,21719.39,1,0.03,21067.81,14676.58,6391.23
ORD1130,5/9/24,CUST2346,63,Female,Mumbai,West,PROD251,Home Appliances,Microwave,47594.78,5,0.3,166581.73,36866.18,-17749.16
ORD1131,4/28/24,CUST1674,63,Male,Mumbai,West,PROD137,Grocery,Rice Bag,18712,3,0.21,44347.44,11328.71,10361.3
ORD1132,9/7/23,CUST2887,32,Male,Pune,West,PROD847,Home Appliances,Microwave,28367.06,5,0.11,126233.42,19625.33,28106.77
ORD1133,4/12/24,CUST1975,46,Male,Delhi,North,PROD108,Grocery,Rice Bag,42460.61,1,0.16,35666.91,32596.24,3070.67
ORD1134,7/18/24,CUST1852,22,Female,Mumbai,West,PROD877,Clothing,T-Shirt,17240.88,1,0.22,13447.89,12832.33,615.56
ORD1135,5/29/23,CUST1824,64,Female,Kolkata,East,PROD401,Home Appliances,Iron,34313.3,3,0.15,87498.92,25269.6,11690.12
ORD1136,1/28/24,CUST2035,27,Female,Jaipur,North,PROD788,Grocery,Snacks Pack,22228.31,1,0.29,15782.1,15608.16,173.94
ORD1137,7/15/23,CUST1052,43,Female,Hyderabad,South,PROD817,Clothing,Jacket,2070.8,3,0.12,5466.91,1380.84,1324.39
ORD1138,9/5/24,CUST1797,29,Female,Jaipur,North,PROD902,Electronics,Headphones,37288.59,1,0.06,35051.27,26667.98,8383.29
ORD1139,6/4/24,CUST2670,39,Female,Mumbai,West,PROD576,Electronics,Tablet,32332.83,3,0.24,73718.85,26070.35,-4492.21
ORD1140,5/20/23,CUST2126,29,Female,Bangalore,South,PROD106,Electronics,Laptop,49004.27,1,0.08,45083.93,41645.5,3438.43
ORD1141,3/13/23,CUST1456,58,Female,Chennai,South,PROD453,Grocery,Beverages,2068.93,2,0.13,3599.94,1472.82,654.3
ORD1142,10/10/23,CUST1129,30,Female,Jaipur,North,PROD514,Clothing,T-Shirt,47261.85,4,0.25,141785.55,39062.14,-14463.03
ORD1143,2/29/24,CUST1743,32,Female,Delhi,North,PROD644,Grocery,Rice Bag,22882.19,4,0.24,69561.86,17345.4,180.26
ORD1144,12/15/23,CUST2759,31,Female,Pune,West,PROD958,Clothing,Shoes,41544.1,4,0.18,136264.65,26927.75,28553.63
ORD1145,6/3/24,CUST2913,60,Female,Mumbai,West,PROD921,Grocery,Beverages,26383.36,5,0.17,109490.94,22081.35,-915.82
ORD1146,10/1/23,CUST1046,56,Male,Mumbai,West,PROD938,Home Appliances,Fan,30106.63,4,0.21,95136.95,22923.16,3444.32
ORD1147,1/3/23,CUST2142,39,Female,Bangalore,South,PROD481,Electronics,Mobile,31499.49,3,0.3,66148.93,20995.26,3163.15
ORD1148,10/17/23,CUST1809,29,Male,Mumbai,West,PROD979,Grocery,Beverages,32507.01,4,0.23,100121.59,25139.3,-435.62
ORD1149,11/2/23,CUST2385,46,Male,Pune,West,PROD213,Electronics,Tablet,28159.63,3,0.1,76031,19997.58,16038.25
ORD1150,8/24/24,CUST2927,55,Male,Chennai,South,PROD649,Clothing,Jeans,43693.38,1,0.2,34954.7,31925.76,3028.94
ORD1151,8/16/24,CUST2467,29,Male,Mumbai,West,PROD602,Home Appliances,Microwave,25702.01,1,0.22,20047.57,16759.49,3288.07
ORD1152,11/6/24,CUST2631,42,Male,Hyderabad,South,PROD202,Home Appliances,Fan,19923.51,1,0.09,18130.39,16366.78,1763.62
ORD1153,5/16/24,CUST1225,55,Male,Kolkata,East,PROD281,Home Appliances,Microwave,38144.33,2,0.27,55690.72,24195.93,7298.85
ORD1154,6/2/23,CUST1095,43,Male,Pune,West,PROD855,Electronics,Headphones,5324.67,5,0.28,19168.81,4215.61,-1909.22
ORD1155,4/2/24,CUST2524,45,Female,Mumbai,West,PROD681,Grocery,Beverages,36128.17,3,0.08,99713.75,26109.92,21383.98
ORD1156,7/5/24,CUST1220,33,Female,Jaipur,North,PROD537,Clothing,Jeans,28194.81,5,0.11,125466.9,23644.33,7245.26
ORD1157,5/10/24,CUST2316,51,Male,Mumbai,West,PROD430,Grocery,Rice Bag,13589.3,3,0.2,32614.32,8826.95,6133.47
ORD1158,12/20/23,CUST2057,24,Male,Mumbai,West,PROD989,Grocery,Cooking Oil,31194.32,1,0.02,30570.43,23018.97,7551.46
ORD1159,12/7/23,CUST2235,51,Female,Hyderabad,South,PROD212,Clothing,Jacket,21631.09,1,0.22,16872.25,14224.58,2647.67
ORD1160,7/19/24,CUST2890,37,Male,Delhi,North,PROD611,Grocery,Rice Bag,13408.38,4,0.26,39688.8,11223.48,-5205.11
ORD1161,7/10/24,CUST1176,53,Female,Jaipur,North,PROD802,Home Appliances,Fan,2956.92,4,0.11,10526.64,1967.38,2657.1
ORD1162,1/22/24,CUST1488,64,Female,Bangalore,South,PROD389,Clothing,T-Shirt,32965.91,2,0.13,57360.68,26343.49,4673.71
ORD1163,4/11/24,CUST2236,57,Male,Delhi,North,PROD886,Home Appliances,Fan,37737.66,1,0.04,36228.15,27625.64,8602.51
ORD1164,11/26/23,CUST1261,33,Female,Kolkata,East,PROD299,Clothing,Shoes,31567.65,5,0.19,127848.98,19019.88,32749.58
ORD1165,7/13/23,CUST1688,29,Male,Bangalore,South,PROD848,Grocery,Cooking Oil,13571.54,4,0.12,47771.82,9582.77,9440.74
ORD1166,12/15/24,CUST2651,41,Female,Hyderabad,South,PROD410,Grocery,Rice Bag,15086.52,1,0.12,13276.14,10725.39,2550.75
ORD1167,9/2/23,CUST1224,24,Female,Pune,West,PROD989,Clothing,Shoes,1486.78,2,0.23,2289.64,966.84,355.95
ORD1168,8/8/24,CUST2763,45,Male,Jaipur,North,PROD540,Electronics,Headphones,42087.14,1,0.03,40824.53,33749.95,7074.58
ORD1169,1/28/24,CUST2103,50,Male,Chennai,South,PROD495,Clothing,T-Shirt,14111.39,3,0.2,33867.34,8651.46,7912.97
ORD1170,8/28/23,CUST1908,48,Male,Pune,West,PROD997,Home Appliances,Fan,1716.8,3,0.15,4377.84,1130.04,987.72
ORD1171,2/25/24,CUST2866,46,Female,Delhi,North,PROD805,Home Appliances,Fan,10629,1,0.05,10097.55,6977.05,3120.5
ORD1172,2/14/23,CUST2659,36,Female,Pune,West,PROD713,Grocery,Beverages,47997.23,5,0.27,175189.89,37555.08,-12585.5
ORD1173,11/22/23,CUST1983,23,Male,Mumbai,West,PROD672,Grocery,Snacks Pack,18101.34,5,0.17,75120.56,14940.99,415.62
ORD1174,4/29/24,CUST2692,60,Female,Jaipur,North,PROD458,Electronics,Mobile,11177.81,1,0.08,10283.59,8577.06,1706.53
ORD1175,12/23/24,CUST1164,45,Male,Delhi,North,PROD897,Grocery,Beverages,35785.2,4,0.06,134552.35,28672.59,19861.97
ORD1176,1/26/24,CUST2797,35,Female,Bangalore,South,PROD109,Home Appliances,Iron,24842.33,1,0.21,19625.44,19078.76,546.68
ORD1177,1/31/24,CUST2984,20,Male,Bangalore,South,PROD565,Clothing,Jeans,22214.9,1,0.1,19993.41,16015.35,3978.06
ORD1178,11/10/24,CUST1931,54,Male,Delhi,North,PROD920,Grocery,Rice Bag,1489.62,3,0.17,3709.15,894.37,1026.05
ORD1179,10/29/24,CUST2924,21,Male,Jaipur,North,PROD775,Home Appliances,Mixer,29763.7,5,0.06,139889.39,22151.16,29133.6
ORD1180,6/5/23,CUST1600,43,Male,Mumbai,West,PROD778,Grocery,Beverages,40973.59,5,0.17,170040.4,28542.84,27326.18
ORD1181,5/22/24,CUST2773,33,Female,Delhi,North,PROD731,Electronics,Headphones,492.06,4,0.19,1594.27,415.15,-66.31
ORD1182,2/7/23,CUST1274,50,Male,Bangalore,South,PROD165,Home Appliances,Mixer,13680.04,4,0.28,39398.52,9928.44,-315.24
ORD1183,5/10/23,CUST1112,44,Female,Mumbai,West,PROD240,Clothing,Shoes,37030.25,4,0.15,125902.85,26269.69,20824.1
ORD1184,5/29/24,CUST2869,41,Male,Kolkata,East,PROD934,Clothing,Shoes,2647.59,2,0.07,4924.52,1824.35,1275.81
ORD1185,8/27/24,CUST1461,29,Female,Pune,West,PROD255,Home Appliances,Fan,19324.15,1,0.22,15072.84,12910.06,2162.78
ORD1186,12/6/23,CUST1056,40,Male,Hyderabad,South,PROD951,Electronics,Laptop,38501.57,3,0.17,95868.91,28235.9,11161.21
ORD1187,4/13/23,CUST1362,23,Male,Mumbai,West,PROD455,Electronics,Tablet,10771.42,1,0.16,9047.99,6777.24,2270.76
ORD1188,3/26/24,CUST1248,62,Male,Delhi,North,PROD904,Home Appliances,Fan,46841.2,3,0.06,132092.18,29120.57,44730.47
ORD1189,4/13/23,CUST2148,32,Female,Bangalore,South,PROD957,Home Appliances,Iron,2009.77,2,0.22,3135.24,1306.18,522.87
ORD1190,6/22/24,CUST2216,63,Female,Kolkata,East,PROD647,Clothing,T-Shirt,10203.68,5,0.2,40814.72,8110.61,261.69
ORD1191,4/12/24,CUST2478,28,Male,Mumbai,West,PROD391,Clothing,Shoes,14434.9,3,0.1,38974.23,11343.29,4944.37
ORD1192,1/16/23,CUST1183,41,Male,Jaipur,North,PROD812,Home Appliances,Microwave,7092.2,1,0.28,5106.38,5935.93,-829.55
ORD1193,5/28/23,CUST2253,32,Male,Chennai,South,PROD870,Electronics,Mobile,45361.96,5,0.03,220005.51,32318.17,58414.64
ORD1194,2/24/24,CUST2644,45,Male,Delhi,North,PROD237,Home Appliances,Fan,30178.67,3,0.03,87819.93,21860.9,22237.24
ORD1195,11/1/24,CUST2937,35,Male,Delhi,North,PROD471,Clothing,Jeans,9639.86,1,0.26,7133.5,5997.86,1135.64
ORD1196,6/8/23,CUST2689,24,Male,Mumbai,West,PROD705,Grocery,Rice Bag,20555.44,2,0.07,38233.12,14481.15,9270.83
ORD1197,3/18/23,CUST1466,19,Male,Mumbai,West,PROD312,Grocery,Snacks Pack,6921.93,3,0.17,17235.61,4774.4,2912.4
ORD1198,4/25/24,CUST1789,37,Female,Jaipur,North,PROD181,Electronics,Mobile,37373.32,5,0.23,143887.28,25525.98,16257.36
ORD1199,9/29/23,CUST2738,41,Male,Delhi,North,PROD962,Grocery,Beverages,39676.09,1,0.19,32137.63,32468.04,-330.41
ORD1200,12/13/23,CUST2359,55,Male,Pune,West,PROD849,Grocery,Snacks Pack,28652.38,5,0.08,131800.95,21169.06,25955.62
ORD1201,9/30/24,CUST2188,34,Male,Mumbai,West,PROD797,Electronics,Mobile,43812.97,3,0.26,97264.79,29676.37,8235.68
ORD1202,12/10/24,CUST2161,59,Male,Chennai,South,PROD815,Clothing,Jacket,20163.93,2,0.11,35891.8,14838.05,6215.69
ORD1203,2/12/24,CUST1055,59,Female,Bangalore,South,PROD229,Clothing,Jacket,33916.48,2,0.22,52909.71,25961.88,985.95
ORD1204,10/27/24,CUST1109,18,Female,Bangalore,South,PROD684,Home Appliances,Microwave,15365.25,4,0.07,57158.73,10780.28,14037.6
ORD1205,3/24/23,CUST2475,26,Female,Kolkata,East,PROD204,Home Appliances,Mixer,13504.83,3,0.2,32411.59,11152.54,-1046.02
ORD1206,12/3/23,CUST2736,23,Female,Pune,West,PROD822,Electronics,Headphones,22045.66,2,0.25,33068.49,17950.84,-2833.19
ORD1207,11/21/24,CUST1486,36,Female,Bangalore,South,PROD264,Clothing,T-Shirt,35326.75,5,0.18,144839.68,29028.35,-302.08
ORD1208,6/30/24,CUST1380,50,Female,Chennai,South,PROD677,Grocery,Cooking Oil,1950.82,2,0.24,2965.25,1178.92,607.4
ORD1209,1/25/24,CUST1201,41,Female,Bangalore,South,PROD603,Grocery,Beverages,40401.63,4,0,161606.52,24352.22,64197.65
ORD1210,11/21/23,CUST1764,41,Female,Delhi,North,PROD805,Clothing,T-Shirt,8217.02,4,0.21,25965.78,5295.62,4783.29
ORD1211,10/3/24,CUST2016,56,Male,Mumbai,West,PROD736,Electronics,Tablet,7313.73,2,0.03,14188.64,5430.79,3327.06
ORD1212,5/14/24,CUST2806,52,Female,Hyderabad,South,PROD540,Electronics,Headphones,36921.17,2,0.2,59073.87,22836.44,13401
ORD1213,7/8/24,CUST2094,40,Female,Kolkata,East,PROD335,Clothing,Jeans,36301.57,2,0.17,60260.61,24542.65,11175.3
ORD1214,2/6/23,CUST2032,50,Male,Delhi,North,PROD918,Electronics,Tablet,22589.25,1,0.05,21459.79,18721.78,2738
ORD1215,9/24/24,CUST2372,31,Male,Jaipur,North,PROD263,Electronics,Laptop,30170.95,5,0.09,137277.82,24082.75,16864.05
ORD1216,3/12/23,CUST2731,33,Female,Kolkata,East,PROD569,Home Appliances,Microwave,11768.02,2,0.09,21417.8,8565.17,4287.45
ORD1217,8/29/23,CUST2564,35,Male,Kolkata,East,PROD621,Grocery,Rice Bag,30249.53,3,0.09,82581.22,23721.64,11416.3
ORD1218,10/8/24,CUST2806,21,Male,Bangalore,South,PROD287,Grocery,Beverages,2926.3,2,0.13,5091.76,2159.84,772.07
ORD1219,12/1/24,CUST1109,50,Male,Hyderabad,South,PROD453,Home Appliances,Iron,36516.16,2,0.23,56234.89,30502.08,-4769.28
ORD1220,10/22/23,CUST2536,22,Male,Kolkata,East,PROD691,Electronics,Mobile,20632.58,2,0.09,37551.3,14434.96,8681.38
ORD1221,8/21/23,CUST1618,34,Male,Bangalore,South,PROD468,Home Appliances,Fan,13137.76,4,0.29,37311.24,8910.18,1670.54
ORD1222,4/3/23,CUST1316,48,Female,Hyderabad,South,PROD692,Clothing,Shoes,5114.52,3,0.19,12428.28,3535.7,1821.17
ORD1223,3/20/24,CUST2969,22,Female,Bangalore,South,PROD809,Home Appliances,Fan,37025.84,2,0.25,55538.76,27443.94,650.89
ORD1224,4/11/23,CUST2153,54,Male,Kolkata,East,PROD996,Grocery,Beverages,2793.21,1,0.2,2234.57,2239.83,-5.26
ORD1225,10/10/24,CUST2238,29,Female,Kolkata,East,PROD557,Electronics,Headphones,11931.18,2,0.26,17658.15,9275.85,-893.56
ORD1226,12/21/24,CUST2153,47,Male,Hyderabad,South,PROD805,Electronics,Laptop,46620.03,2,0.29,66200.44,30480.98,5238.48
ORD1227,4/13/23,CUST2329,30,Male,Chennai,South,PROD626,Electronics,Mobile,25976.45,4,0.29,73773.12,17468.67,3898.42
ORD1228,3/30/24,CUST2189,28,Male,Mumbai,West,PROD728,Grocery,Beverages,25673.98,2,0.27,37484.01,16409.07,4665.87
ORD1229,6/20/23,CUST1841,51,Female,Jaipur,North,PROD253,Clothing,Shoes,14584.2,4,0.27,42585.86,9359.23,5148.95
ORD1230,12/11/24,CUST2468,23,Male,Mumbai,West,PROD945,Home Appliances,Microwave,25819.73,3,0.25,58094.39,17492,5618.39
ORD1231,11/3/23,CUST2861,46,Male,Delhi,North,PROD942,Home Appliances,Fan,42782.9,1,0.21,33798.49,32113.28,1685.21
ORD1232,1/30/23,CUST1665,39,Male,Delhi,North,PROD444,Home Appliances,Mixer,36826.82,1,0.27,26883.58,27932.13,-1048.55
ORD1233,2/17/23,CUST2070,30,Male,Bangalore,South,PROD828,Electronics,Headphones,47896.78,2,0.07,89088.01,31140.48,26807.06
ORD1234,11/29/23,CUST1972,48,Female,Hyderabad,South,PROD184,Electronics,Tablet,9146.63,1,0.29,6494.11,6638.33,-144.23
ORD1235,2/27/23,CUST2985,55,Male,Jaipur,North,PROD195,Clothing,Jacket,16948.14,2,0.26,25083.25,12010.63,1061.99
ORD1236,10/28/23,CUST1329,21,Female,Hyderabad,South,PROD966,Clothing,T-Shirt,24384.41,2,0.08,44867.31,19307.78,6251.76
ORD1237,1/3/24,CUST1912,33,Female,Kolkata,East,PROD774,Home Appliances,Fan,42751.86,3,0.28,92344.02,26787.02,11982.97
ORD1238,1/19/24,CUST1019,64,Male,Chennai,South,PROD369,Electronics,Tablet,25597.26,5,0.15,108788.35,18411.14,16732.67
ORD1239,3/17/24,CUST2233,47,Female,Kolkata,East,PROD380,Electronics,Tablet,24688.55,2,0.03,47895.79,19760.34,8375.1
ORD1240,5/30/23,CUST1002,20,Female,Delhi,North,PROD335,Grocery,Rice Bag,11639.87,3,0.26,25840.51,8813.92,-601.26
ORD1241,9/8/23,CUST1520,47,Male,Hyderabad,South,PROD776,Grocery,Snacks Pack,2806.89,1,0.08,2582.34,2246.33,336.01
ORD1242,6/27/24,CUST1714,25,Female,Delhi,North,PROD103,Grocery,Cooking Oil,3099.23,4,0.06,11653.1,2085.68,3310.39
ORD1243,2/26/24,CUST1435,37,Female,Hyderabad,South,PROD607,Electronics,Laptop,45559.54,4,0.26,134856.24,29296.71,17669.42
ORD1244,8/2/24,CUST2864,30,Male,Pune,West,PROD915,Clothing,T-Shirt,30854.52,5,0.2,123418.08,21461.15,16112.33
ORD1245,11/29/24,CUST2298,41,Male,Jaipur,North,PROD822,Electronics,Tablet,31979.37,2,0.03,62039.98,22602.32,16835.34
ORD1246,7/4/23,CUST2801,39,Female,Bangalore,South,PROD816,Grocery,Cooking Oil,22395.45,5,0.1,100779.53,17727.7,12141.02
ORD1247,6/24/23,CUST2166,49,Female,Jaipur,North,PROD644,Grocery,Snacks Pack,40635.99,1,0.16,34134.23,24429.47,9704.76
ORD1248,6/29/23,CUST1655,19,Male,Jaipur,North,PROD820,Clothing,Jacket,38212.09,5,0.21,150937.76,32225.85,-10191.48
ORD1249,3/22/23,CUST2039,31,Male,Pune,West,PROD563,Home Appliances,Mixer,23793.91,4,0,95175.64,19150.52,18573.57
ORD1250,9/16/24,CUST2330,50,Female,Hyderabad,South,PROD897,Home Appliances,Microwave,20799.5,1,0.21,16431.6,17450.68,-1019.07
ORD1251,1/27/24,CUST2741,47,Female,Chennai,South,PROD836,Electronics,Mobile,47694.44,2,0.09,86803.88,30124.57,26554.73
ORD1252,9/26/24,CUST1941,61,Female,Delhi,North,PROD686,Clothing,Shoes,42551.39,4,0.02,166801.45,31669.55,40123.24
ORD1253,11/30/24,CUST2874,19,Male,Hyderabad,South,PROD761,Electronics,Mobile,8540.03,1,0.11,7600.63,5406.84,2193.79
ORD1254,9/4/23,CUST2366,22,Female,Pune,West,PROD154,Grocery,Rice Bag,26923.05,1,0.25,20192.29,21824.73,-1632.44
ORD1255,5/24/24,CUST1661,20,Female,Pune,West,PROD201,Home Appliances,Mixer,2206.01,5,0.28,7941.64,1456.36,659.84
ORD1256,8/20/24,CUST1578,27,Male,Jaipur,North,PROD148,Home Appliances,Mixer,8149.71,4,0.17,27057.04,6248.87,2061.58
ORD1257,5/27/23,CUST2648,22,Male,Mumbai,West,PROD682,Electronics,Mobile,41077.84,1,0.01,40667.06,26564.76,14102.3
ORD1258,8/26/23,CUST1886,29,Male,Hyderabad,South,PROD257,Electronics,Mobile,34563.29,5,0.1,155534.81,27960.74,15731.12
ORD1259,4/17/24,CUST1921,19,Female,Hyderabad,South,PROD122,Home Appliances,Microwave,10569.94,3,0,31709.82,6782.64,11361.91
ORD1260,10/15/24,CUST1922,34,Female,Pune,West,PROD649,Grocery,Snacks Pack,25312.32,5,0.01,125295.98,20898.75,20802.23
ORD1261,9/18/23,CUST2703,62,Male,Mumbai,West,PROD818,Home Appliances,Mixer,37052.89,2,0.29,52615.1,29574.34,-6533.58
ORD1262,4/15/24,CUST2663,58,Male,Bangalore,South,PROD621,Clothing,Jacket,2195.44,4,0.12,7727.95,1400.82,2124.68
ORD1263,9/19/23,CUST2725,35,Male,Kolkata,East,PROD705,Clothing,Shoes,13118.11,1,0.14,11281.57,10702.51,579.07
ORD1264,11/13/24,CUST2428,42,Male,Pune,West,PROD110,Electronics,Mobile,22541.9,5,0.26,83405.03,15024.3,8283.55
ORD1265,1/10/23,CUST1627,49,Male,Bangalore,South,PROD788,Clothing,T-Shirt,32373.14,2,0.28,46617.32,22524.09,1569.15
ORD1266,4/21/24,CUST1388,58,Male,Jaipur,North,PROD582,Electronics,Headphones,39805.33,1,0.15,33834.53,32622.98,1211.55
ORD1267,10/22/23,CUST1288,19,Male,Bangalore,South,PROD113,Home Appliances,Microwave,23493.88,1,0.15,19969.8,14799.66,5170.14
ORD1268,11/24/24,CUST1857,64,Female,Mumbai,West,PROD271,Electronics,Tablet,27884.42,2,0.27,40711.25,23306.57,-5901.88
ORD1269,7/13/24,CUST2874,25,Female,Kolkata,East,PROD517,Clothing,Jeans,21941.77,5,0.04,105320.5,16461.58,23012.61
ORD1270,6/11/23,CUST1987,40,Female,Jaipur,North,PROD679,Home Appliances,Microwave,12266.21,2,0.05,23305.8,8479.16,6347.47
ORD1271,3/17/23,CUST1383,49,Female,Delhi,North,PROD836,Grocery,Rice Bag,48653.49,5,0.15,206777.33,31413.43,49710.18
ORD1272,3/28/24,CUST2907,32,Female,Hyderabad,South,PROD880,Grocery,Snacks Pack,27924.12,1,0,27924.12,18554.26,9369.86
ORD1273,12/20/23,CUST1010,39,Male,Chennai,South,PROD114,Grocery,Rice Bag,24312.39,4,0.01,96277.06,18174.29,23579.92
ORD1274,8/24/24,CUST2051,18,Female,Delhi,North,PROD116,Electronics,Laptop,2091.2,3,0.03,6085.39,1737.38,873.25
ORD1275,11/3/23,CUST2233,64,Female,Chennai,South,PROD393,Grocery,Beverages,2349.88,2,0.18,3853.8,1900.8,52.2
